Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Tajikistan,TJK,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3869.043636,3516.595717,2450.561645,2015.404433,1562.145894,1347.858839,1106.160054,1108.26348,1149.913374,1174.47502,1252.455513,1350.25833,1471.365918,1603.550762,1737.74363,1818.557224,1909.261043,2016.61429,2131.692971,2168.118698,2259.594586,2373.186034,2493.407101,2616.475486,2726.621899,2821.656311,2942.647962,3089.530208,3234.721579
Turkmenistan,TKM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7207.955471,6685.077261,5523.289333,5451.062297,4393.762707,3987.545637,4175.811071,3642.196466,3849.209097,4431.458075,4622.073639,4772.180802,4736.794142,4843.57645,5034.242539,5629.076943,6174.744447,6773.097085,7665.449092,8015.808017,8616.886145,9717.624983,10604.01249,11471.18622,12421.36068,12993.52247,13562.52608,14205.02158,14845.32943
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10765.76992,10944.6262,11059.71322,11336.39073,11730.38066,11605.85574,11884.56065,12319.78324,12453.80237,12316.02678,12568.93077,12425.55697,12321.57958,12469.42756,12976.22596,13330.37432,13848.69364,14412.64966,14780.80597,14300.91616,15073.01435,15597.56616,15836.10681,16126.63401,16207.14636,16155.42214,16015.17867,16172.85329,16283.9874
Timor-Leste,TLS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2328.407429,2658.403225,2422.531865,2308.581879,2258.707771,2272.551179,2133.49882,2306.415994,2521.624167,2724.834868,2930.089521,3045.5655,3172.256065,3182.638731,3264.739189,3302.717509,3355.507653,3165.799424,3079.894837
Middle East & North Africa (IDA & IBRD countries),TMN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6892.109612,6683.454754,6823.672106,6842.715364,6806.337428,6848.666843,7115.068067,7209.552989,7530.117642,7715.363012,7937.823622,7995.783597,8127.750697,8232.05412,8684.972426,8917.506808,9260.362942,9672.452111,9882.709421,9984.542511,10312.48004,10125.38022,10184.81829,10177.60826,10239.11946,10243.24943,10808.34123,10958.95786,11109.61022
Tonga,TON,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3935.748868,4180.441619,4184.25428,4333.486558,4539.457687,4696.330933,4682.321151,4659.414308,4765.723865,4927.861512,5068.393921,5223.542262,5372.941892,5454.999431,5401.712479,5449.81786,5362.981034,5095.731527,5213.120734,5306.304201,5491.495649,5667.551095,5763.927425,5637.227582,5796.211983,6026.091487,6208.058645,6321.606933,6266.903114
South Asia (IDA & IBRD),TSA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1910.638867,1906.514442,1972.995422,2014.904244,2091.101507,2189.326407,2291.065053,2329.966821,2411.254527,2546.677255,2601.52803,2662.997476,2712.129356,2855.999933,3018.306289,3197.134578,3387.294658,3576.887041,3636.963974,3835.452853,4066.404872,4214.873886,4387.438961,4592.383895,4848.060422,5141.660168,5466.014768,5772.202435,6082.661384
Sub-Saharan Africa (IDA & IBRD countries),TSS,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2782.553588,2717.624456,2632.835194,2539.53145,2498.982072,2516.261808,2577.719255,2600.028889,2595.520251,2586.837106,2605.209213,2650.056075,2741.865013,2784.67933,2891.517566,2991.459419,3094.446239,3215.172775,3302.131905,3322.562352,3423.394411,3492.559651,3561.59405,3648.545179,3726.396134,3743.259498,3706.087417,3715.550544,3719.985636
Trinidad and Tobago,TTO,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10091.94002,10338.42145,11312.11329,11173.78065,11517.68997,11911.88872,12727.75373,13660.27098,14748.48643,15903.81531,16958.19205,17602.87754,18916.94323,21541.70424,23135.96567,24451.56291,27552.37792,28732.35204,29571.45655,28133.9126,28910.90882,28652.55287,28830.03079,29279.27361,28828.04925,29182.57065,27201.46855,26447.59327,26272.9084
Tunisia,TUN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5433.2433,5521.222972,5823.665541,5828.007382,5897.925217,5932.4476,6259.02836,6509.817733,6738.935533,7069.837535,7330.559003,7542.374746,7582.246157,7879.703512,8306.751647,8524.502683,8888.485545,9389.592727,9684.399878,9873.655954,10115.00576,9822.595282,10116.27094,10306.49715,10506.98325,10521.46243,10537.42811,10608.17564,10747.6999
Turkey,TUR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12722.42607,12599.36903,13018.19893,13790.42475,12938.7478,13737.99665,14519.24789,15373.87032,15483.27023,14728.49558,15469.83788,14331.72129,15030.12419,15646.31786,16919.38117,18201.36309,19253.46823,19982.2317,19911.684,18734.75843,20042.26319,21931.00022,22609.25155,24117.00136,24935.03281,26015.48842,26409.17655,27934.16728,28298.8658
Tuvalu,TUV,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2615.666175,2676.141466,2724.813377,2811.520816,3081.205526,2912.527736,2731.556964,3004.800735,3467.234396,3407.901501,3357.580263,3380.063756,3604.059826,3437.35032,3341.738017,3173.30722,3202.749313,3372.483797,3608.881079,3412.509932,3285.953593,3498.701544,3331.290623,3445.894475,3455.74151,3728.538761,3798.566838,3903.655005,3953.264802
Tanzania,TZA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545.521883,1526.017201,1483.531607,1451.660585,1428.14652,1436.496665,1462.638297,1477.972512,1497.769384,1534.292099,1564.651011,1616.951231,1685.254288,1748.178695,1827.065912,1909.089837,1977.417053,2052.580279,2108.637032,2156.991974,2227.962456,2329.330437,2362.932318,2448.895994,2536.600088,2613.357191,2710.409798,2809.069009,2875.161887
Uganda,UGA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,766.8321372,782.4109524,782.6458553,820.6511093,845.9589371,914.8040981,968.3991019,988.5268218,1007.457302,1057.217303,1058.262508,1079.400397,1137.365966,1173.081767,1213.661427,1250.275144,1342.118657,1409.878859,1485.047756,1536.602304,1572.319115,1666.103042,1675.861401,1680.721896,1708.306122,1735.193827,1752.94101,1753.649366,1793.538138
Ukraine,UKR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10463.95996,9563.882136,8611.474559,7382.299722,5717.528569,5059.822915,4594.432331,4497.390275,4451.547944,4484.733006,4797.380277,5291.85927,5625.264997,6210.755091,7015.822833,7279.259003,7873.883917,8522.496102,8766.194221,7505.677757,7824.498452,8281.867126,8322.173034,8338.91505,8243.473515,7464.939834,7678.053699,7902.031997,8207.266361
Upper middle income,UMC,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6210.181695,6157.279294,6052.252821,6146.949224,6192.907887,6302.362192,6522.604194,6773.12281,6858.084604,7015.864594,7379.557577,7552.787982,7846.62899,8244.425104,8818.410073,9380.006279,10083.78938,10909.64419,11467.90598,11552.54347,12349.37648,13027.01311,13593.30128,14165.46201,14657.3631,15065.64189,15563.49371,16175.099,16765.14707
Uruguay,URY,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10159.41544,10444.84369,11191.78976,11405.0437,12146.02127,11884.32509,12457.97397,13428.62944,13946.36848,13605.80725,13296.10159,12762.92592,11774.08806,11877.37337,12479.96687,13409.6687,13944.17077,14828.02436,15851.79675,16477.82386,17712.89699,18573.85447,19173.88916,20001.14027,20582.16895,20588.39312,20862.17131,21324.846,21590.83348
United States,USA,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40500.59469,39919.73738,40756.70047,41330.04858,42471.14127,43094.95199,44203.43852,45616.73426,47108.64052,48784.38583,50235.82309,50237.65618,50640.61436,51643.76737,53111.83475,54473.35791,55490.896,55996.89839,55393.97974,53517.54431,54437.08345,54884.70737,55712.70583,56350.64597,57313.8597,58535.76802,59028.59008,59957.72585,61391.37296
Uzbekistan,UZB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3416.727236,3328.19284,2886.954133,2757.181058,2562.99626,2494.448005,2488.79267,2569.312742,2637.007418,2720.91117,2786.432934,2865.942928,2943.575091,3032.669105,3221.192293,3405.219437,3614.580692,3901.062355,4185.561371,4446.867692,4651.527235,4880.863657,5164.273184,5469.85707,5764.494384,6086.715741,6346.333949,6518.804687,6734.845864
St. Vincent and the Grenadines,VCT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6376.736028,6431.686503,6830.813694,7115.72207,7025.635921,7572.607617,7674.267622,7949.277176,8281.576588,8509.47762,8646.87685,8785.545574,9323.567882,10019.30521,10417.84817,10667.01786,11488.30019,11881.60287,12083.78262,11841.7169,11447.98487,11393.55748,11538.38784,11729.63432,11845.97206,11971.99328,12164.49398,12245.01484,12466.41614
"Venezuela, RB",VEN,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
British Virgin Islands,VGB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1673.249634,1736.014139,1847.620675,1957.644497,2091.599402,2252.633886,2425.526266,2587.055148,2701.770578,2797.785536,2954.982868,3105.64352,3269.875335,3462.879975,3689.732423,3931.765415,4167.107894,4422.285218,4628.030244,4830.304958,5089.411248,5352.011422,5574.45888,5815.11892,6098.489609,6438.260271,6767.902495,7155.745829,7586.384939
Vanuatu,VUT,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2805.854504,2814.388419,2804.45968,2744.61006,2913.204612,2872.173813,2878.05263,2964.237633,3038.485008,2993.525513,3107.257764,2931.551729,2714.279532,2759.11969,2796.426115,2872.182688,3041.376528,3124.362798,3248.399306,3275.219648,3244.533732,3197.031528,3163.868803,3136.463028,3121.358564,3044.061693,3069.102225,3123.565004,3144.550135
World,WLD,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9649.464836,9614.533253,9615.637359,9625.93772,9751.018667,9910.449402,10132.72063,10376.67079,10487.51074,10709.46364,11063.67461,11173.39151,11332.81463,11609.60182,12046.54876,12442.66835,12923.6825,13426.4806,13615.17731,13357.42339,13863.16988,14231.83588,14507.46874,14807.02541,15132.91081,15453.18932,15767.41661,16167.22873,16564.60778
Samoa,WSM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4179.119485,4053.272672,4008.672267,4132.350564,3989.701596,4221.923124,4495.642529,4500.824009,4579.094037,4658.414042,4956.594908,5272.223426,5469.595826,5681.88524,5907.857447,6114.48895,6195.264982,6544.63529,6566.776619,6207.233398,6190.252832,6396.311211,6082.256832,6005.047893,5962.724346,6175.952,6638.313994,6677.685511,6506.992218
Kosovo,XKX,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4883.575154,6196.660265,6149.046366,6512.345905,6677.924886,7076.012492,7335.49164,7806.998468,7949.201542,8169.268065,8372.04003,8663.736962,8837.090391,9046.501481,9168.683088,9650.106771,9963.267776,10302.07548,10610.30774
"Yemen, Rep.",YEM,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10296.44028,9943.438596,9490.979023,9375.05092,9453.161921,9541.174979,9761.73803,9841.629865,9733.51693,9819.591268,10088.85337,10224.02288,10469.18908,10646.83311,10997.01091,11434.91381,11924.07464,12402.05123,12628.20109,12262.14352,12452.33826,12666.60742,12743.61394,12852.2768,12884.05776,12840.03587,12703.82001,12703.42124,12630.74748
Zambia,ZMB,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192.746241,2136.186348,2048.367899,2135.759916,1904.620534,1910.932979,1976.927675,1997.184309,1935.265796,1970.519436,1993.188744,2044.928884,2082.631526,2170.870472,2264.413747,2365.667209,2486.115169,2622.787537,2750.654367,2920.930931,3129.186986,3205.036414,3343.185399,3403.762499,3454.084555,3447.569054,3471.264922,3485.002103,3513.410777
Zimbabwe,ZWE,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3440.802353,3546.63416,3161.904028,3139.770594,3378.272845,3339.437408,3643.753213,3705.460341,3781.919324,3726.989496,3595.106413,3633.883,3302.272097,2734.658317,2567.765535,2409.733725,2311.241675,2208.556941,1800.169668,1992.811208,2352.831821,2645.826606,3034.794143,3040.636155,3058.764368,3061.837081,3037.539369,3134.327494,3280.764192
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,3473.66,3999.15,4372.63,4882.35,5485.48,5855.88,6595.01,7533.2,8327.37,9316.62,10088.47,11189.36,12276.24,13298.69,14474.76,15606.71,16742.2,17891.33,18694.87,20088.63,21675.5,21745.97,23202.13,24515.61,26713.59,28933.84,31339.73,34156.73,34946.5,34537.24,38583.44,40777.49,42251.94,43831.66,46337.44,47093.44,48229.96,50592.56,53023.1
